SOURCE_VALUE,SOURCE_CONCEPT_ID,MAPPED_STANDARD_CONCEPT_ID,MAPPED_STANDARD_CONCEPT_NAME,MAPPED_STANDARD_VOCABULARY_ID,MAPPED_STANDARD_CONCEPT_CODE,MAPPED_STANDARD_CONCEPT_FLAG,TOTAL_ROWS
1869-7,3008364,3008364,Apolipoprotein A-I [Mass/volume] in Serum or Plasma,LOINC,1869-7,S,395
33225-4,3030946,3030946,Fine Granular Casts [#/area] in Urine sediment by Automated count,LOINC,33225-4,S,392
90780-8,1175556,1175556,inFLIXimab Ab [Units/volume] in Serum by Immunoassay,LOINC,90780-8,S,387
3087-4,3021835,3021835,Urate [Mass/time] in 24 hour Urine,LOINC,3087-4,S,386
79714-2,21491537,21491537,CYP2C19 gene product metabolic activity interpretation in Blood or Tissue Qualitative by Molecular genetics method,LOINC,79714-2,S,380
57132-3,40760251,40760251,CYP2C19 gene allele [Genotype] in Blood or Tissue by Molecular genetics method Nominal,LOINC,57132-3,S,380
85069-3,42527891,42527891,Lab test method [Type],LOINC,85069-3,S,379
62364-5,40765105,40765105,Test performance information in Specimen Narrative,LOINC,62364-5,S,379
18309-5,3003311,3003311,Nucleated erythrocytes/100 leukocytes [Ratio] in Blood by Manual count,LOINC,18309-5,S,374
1953-9,3018081,3018081,Beta-2-Microglobulin [Mass/volume] in Urine,LOINC,1953-9,S,373
14976-5,3035904,3035904,Lecithin/Sphingomyelin [Ratio] in Amniotic fluid,LOINC,14976-5,S,362
6598-7,3019800,3019800,Troponin T.cardiac [Mass/volume] in Serum or Plasma,LOINC,6598-7,S,352
53814-0,3039998,3039998,Platelet aggregation arachidonate induced [Units/volume] in Blood,LOINC,53814-0,S,349
52773-9,3041111,3041111,Clotting time.extrinsic coagulation system activated of Blood by Rotational TEG,LOINC,52773-9,S,349
53813-2,3042234,3042234,Platelet aggregation ADP induced [Units/volume] in Blood,LOINC,53813-2,S,349
52780-4,3040782,3040782,Maximum clot firmness.extrinsic coagulation system activated.platelets inhibited [Length] in Blood by Rotational TEG,LOINC,52780-4,S,349
53568-2,3038629,3038629,Platelet aggregation arachidonate induced in Platelet rich plasma --500 ug/mL,LOINC,53568-2,S,349
5992-3,3017055,3017055,Platelet aggregation ADP induced in Platelet rich plasma,LOINC,5992-3,S,349
7974-9,3008909,3008909,Norovirus RNA [Presence] in Stool by NAA with probe detection,LOINC,7974-9,S,340
15202-5,3005819,3005819,Potassium [Moles/volume] in Stool,LOINC,15202-5,S,337
41853-3,3034305,3034305,Orthopoxvirus DNA [Presence] in Specimen by NAA with probe detection,LOINC,41853-3,S,328
50795-4,3030510,3030510,Osmotic fragility full hemolysis of Red Blood Cells,LOINC,50795-4,S,324
50794-7,3030301,3030301,Osmotic fragility beginning hemolysis of Red Blood Cells,LOINC,50794-7,S,324
10989-2,3019885,3019885,Itraconazole [Mass/volume] in Serum or Plasma,LOINC,10989-2,S,313
73837-7,43533860,43533860,"Galactose-alpha-1,3-galactose (Alpha-Gal) IgE Ab [Units/volume] in Serum",LOINC,73837-7,S,312
2895-1,3021535,3021535,Protoporphyrin.zinc [Mass/volume] in Red Blood Cells,LOINC,2895-1,S,306
2053-7,3001599,3001599,Carotene [Mass/volume] in Serum or Plasma,LOINC,2053-7,S,306
94491-8,36659815,36659815,Protoporphyrin Free [Mass/volume] in Red Blood Cells,LOINC,94491-8,S,306
43010-8,3032287,3032287,HIV 1+2 Ab [Presence] in Specimen,LOINC,43010-8,S,304
3969-3,3005893,3005893,Phenytoin Free [Mass/volume] in Serum or Plasma,LOINC,3969-3,S,298
93493-5,1002162,1002162,3-Hydroxy-3-Methylglutaryl-coenzyme A reductase IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,93493-5,S,292
9361-7,3022341,3022341,Bartonella quintana IgM Ab [Titer] in Serum,LOINC,9361-7,S,286
46746-4,3051960,3051960,Phenylketonuria and variants/Biopterin defects newborn screen interpretation,LOINC,46746-4,S,285
1813-5,3004671,3004671,Alpha galactosidase A [Enzymatic activity/volume] in Serum or Plasma,LOINC,1813-5,S,278
2785-4,3013297,3013297,Phosphatidylglycerol [Presence] in Amniotic fluid,LOINC,2785-4,S,278
9593-5,3026535,3026535,Borrelia burgdorferi 41kD IgG Ab [Presence] in Serum by Immunoblot,LOINC,9593-5,S,272
9590-1,3021767,3021767,Borrelia burgdorferi 28kD IgG Ab [Presence] in Serum by Immunoblot,LOINC,9590-1,S,272
9598-4,3014671,3014671,Borrelia burgdorferi 23kD IgM Ab [Presence] in Serum by Immunoblot,LOINC,9598-4,S,272
9591-9,3025787,3025787,Borrelia burgdorferi 30kD IgG Ab [Presence] in Serum by Immunoblot,LOINC,9591-9,S,272
9594-3,3012830,3012830,Borrelia burgdorferi 45kD IgG Ab [Presence] in Serum by Immunoblot,LOINC,9594-3,S,272
9597-6,3010980,3010980,Borrelia burgdorferi 93kD IgG Ab [Presence] in Serum by Immunoblot,LOINC,9597-6,S,272
9588-5,3012152,3012152,Borrelia burgdorferi 18kD IgG Ab [Presence] in Serum by Immunoblot,LOINC,9588-5,S,272
9595-0,3027354,3027354,Borrelia burgdorferi 58kD IgG Ab [Presence] in Serum by Immunoblot,LOINC,9595-0,S,272
9589-3,3026699,3026699,Borrelia burgdorferi 23kD IgG Ab [Presence] in Serum by Immunoblot,LOINC,9589-3,S,272
9587-7,3025619,3025619,Borrelia burgdorferi 41kD IgM Ab [Presence] in Serum by Immunoblot,LOINC,9587-7,S,272
9599-2,3020816,3020816,Borrelia burgdorferi 39kD IgM Ab [Presence] in Serum by Immunoblot,LOINC,9599-2,S,272
9596-8,3013556,3013556,Borrelia burgdorferi 66kD IgG Ab [Presence] in Serum by Immunoblot,LOINC,9596-8,S,272
9592-7,3025396,3025396,Borrelia burgdorferi 39kD IgG Ab [Presence] in Serum by Immunoblot,LOINC,9592-7,S,272
24447-5,3018601,3018601,Magnesium [Mass/time] in 24 hour Urine,LOINC,24447-5,S,271
50737-6,3032229,3032229,Serotonin release.heparin.porcine panel - Serum,LOINC,50737-6,S,267
22239-8,3016472,3016472,Cytomegalovirus Ab [Presence] in Serum or Plasma,LOINC,22239-8,S,263
40824-5,3042349,3042349,von Willebrand factor (vWf) cleaving protease inhibitor [Units/volume] in Platelet poor plasma,LOINC,40824-5,S,263
41656-0,3031219,3031219,Potassium [Moles/volume] in Mixed venous blood,LOINC,41656-0,S,262
34437-4,3045232,3045232,Coxsackievirus B Ab [Titer] in Serum,LOINC,34437-4,S,260
51978-5,3038450,3038450,Coxsackievirus A Ab [Titer] in Serum,LOINC,51978-5,S,260
5292-8,3019428,3019428,Reagin Ab [Presence] in Serum by VDRL,LOINC,5292-8,S,257
21739-8,3009106,3009106,TP53 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,LOINC,21739-8,S,253
48558-1,3048236,3048236,HIV genotype [Susceptibility],LOINC,48558-1,S,248
49060-7,3053342,3053342,Fondaparinux [Mass/volume] in Serum or Plasma,LOINC,49060-7,S,244
3982-6,3004653,3004653,Procainamide [Mass/volume] in Serum or Plasma,LOINC,3982-6,S,243
88894-1,36305487,36305487,Brivaracetam [Mass/volume] in Serum or Plasma,LOINC,88894-1,S,233
1799-6,3017315,3017315,Amylase [Enzymatic activity/volume] in Urine,LOINC,1799-6,S,232
50932-3,3029917,3029917,Uroporphyrin/Porphyrins.total in 24 hour Urine,LOINC,50932-3,S,231
51417-4,3032415,3032415,Coproporphyrin/Porphyrins.total in 24 hour Urine,LOINC,51417-4,S,229
2750-8,3035880,3035880,pH of Pleural fluid,LOINC,2750-8,S,225
59052-1,40762145,40762145,HIV 1+Hepatitis C virus RNA+Hepatitis B virus DNA [Presence] in Serum or Plasma by NAA with probe detection,LOINC,59052-1,S,223
3232-6,3002348,3002348,Coagulation factor XII activity actual/normal in Platelet poor plasma by Coagulation assay,LOINC,3232-6,S,217
87408-1,36305790,36305790,Ustekinumab [Mass/volume] in Serum or Plasma by Immunoassay,LOINC,87408-1,S,213
87409-9,36305036,36305036,Ustekinumab Ab [Units/volume] in Serum or Plasma by Immunoassay,LOINC,87409-9,S,213
50796-2,3029338,3029338,Protein.monoclonal band 3 [Mass/volume] in Serum or Plasma by Electrophoresis,LOINC,50796-2,S,212
57723-9,40760834,40760834,Unique bar code number of Current sample,LOINC,57723-9,S,210
49549-9,3033053,3033053,Referral lab test method,LOINC,49549-9,S,210
2694-8,3006147,3006147,Osmolality of 24 hour Urine,LOINC,2694-8,S,207
49429-4,3029538,3029538,Parvovirus B19 DNA [#/volume] (viral load) in Bone marrow by NAA with probe detection,LOINC,49429-4,S,205
82964-8,42529095,42529095,"Cannabidiol [Mass/volume] in Serum, Plasma or Blood by Confirmatory method",LOINC,82964-8,S,196
15112-6,3008548,3008548,Leukocyte phosphatase [Units/volume] in Leukocytes,LOINC,15112-6,S,189
47414-8,3050351,3050351,Pregabalin [Mass/volume] in Serum or Plasma,LOINC,47414-8,S,188
41657-8,3031579,3031579,Sodium [Moles/volume] in Mixed venous blood,LOINC,41657-8,S,187
93244-2,1001960,1001960,Complement Sc5b-9 [Mass/volume] in Serum or Plasma by Immunoassay,LOINC,93244-2,S,185
82207-2,21493475,21493475,Entamoeba histolytica DNA [Presence] in Stool by NAA with non-probe detection,LOINC,82207-2,S,177
80349-4,21492843,21492843,Escherichia coli enteroaggregative pAA plasmid aggR+aatA genes [Presence] in Stool by NAA with non-probe detection,LOINC,80349-4,S,177
82204-9,21493472,21493472,Escherichia coli O157 DNA [Presence] in Stool by NAA with non-probe detection,LOINC,82204-9,S,177
82196-7,21493362,21493362,Campylobacter coli+jejuni+upsaliensis DNA [Presence] in Stool by NAA with non-probe detection,LOINC,82196-7,S,177
82205-6,21493473,21493473,Cryptosporidium sp DNA [Presence] in Stool by NAA with non-probe detection,LOINC,82205-6,S,177
82206-4,21493474,21493474,Cyclospora cayetanensis DNA [Presence] in Stool by NAA with non-probe detection,LOINC,82206-4,S,177
82211-4,21493479,21493479,Norovirus genogroup I+II RNA [Presence] in Stool by NAA with non-probe detection,LOINC,82211-4,S,177
80348-6,21492842,21492842,Escherichia coli enteropathogenic eae gene [Presence] in Stool by NAA with non-probe detection,LOINC,80348-6,S,177
82203-1,21493471,21493471,Escherichia coli Stx1 and Stx2 toxin stx1+stx2 genes [Presence] in Stool by NAA with non-probe detection,LOINC,82203-1,S,177
82213-0,21493481,21493481,Sapovirus genogroups I+II+IV+V RNA [Presence] in Stool by NAA with non-probe detection,LOINC,82213-0,S,177
80350-2,21492844,21492844,Shigella species+EIEC invasion plasmid antigen H ipaH gene [Presence] in Stool by NAA with non-probe detection,LOINC,80350-2,S,177
49545-7,3029830,3029830,JC virus DNA [Units/volume] (viral load) in Cerebral spinal fluid by NAA with probe detection,LOINC,49545-7,S,177
82199-1,21493467,21493467,Salmonella enterica+bongori DNA [Presence] in Stool by NAA with non-probe detection,LOINC,82199-1,S,177
82208-0,21493476,21493476,Giardia lamblia DNA [Presence] in Stool by NAA with non-probe detection,LOINC,82208-0,S,177
80351-0,21492845,21492845,Escherichia coli enterotoxigenic ltA+st1a+st1b genes [Presence] in Stool by NAA with non-probe detection,LOINC,80351-0,S,177
82202-3,21493470,21493470,Yersinia enterocolitica DNA [Presence] in Stool by NAA with non-probe detection,LOINC,82202-3,S,177
82197-5,21493465,21493465,Clostridioides difficile toxin A+B tcdA+tcdB genes [Presence] in Stool by NAA with non-probe detection,LOINC,82197-5,S,177
82200-7,21493468,21493468,Vibrio cholerae+parahaemolyticus+vulnificus DNA [Presence] in Stool by NAA with non-probe detection,LOINC,82200-7,S,177
82212-2,21493480,21493480,Rotavirus A RNA [Presence] in Stool by NAA with non-probe detection,LOINC,82212-2,S,177
82201-5,21493469,21493469,Vibrio cholerae DNA [Presence] in Stool by NAA with non-probe detection,LOINC,82201-5,S,177
59464-8,40762527,40762527,Microbiologist review of results,LOINC,59464-8,S,177
82198-3,21493466,21493466,Plesiomonas shigelloides DNA [Presence] in Stool by NAA with non-probe detection,LOINC,82198-3,S,177
12810-8,3027609,3027609,Porphobilinogen deaminase [Enzymatic activity/volume] in Blood,LOINC,12810-8,S,170
56718-0,40759837,40759837,Islet cell 512 Ab [Units/volume] in Serum by Immunoassay,LOINC,56718-0,S,166
48327-1,3052586,3052586,glyBURIDE [Presence] in Serum or Plasma,LOINC,48327-1,S,165
48325-5,3051388,3051388,Glimepride [Presence] in Serum or Plasma,LOINC,48325-5,S,165
48328-9,3052691,3052691,Repaglinide [Presence] in Serum or Plasma,LOINC,48328-9,S,165
21566-5,3004476,3004476,TOLAZamide [Presence] in Serum or Plasma,LOINC,21566-5,S,165
48326-3,3051380,3051380,glipiZIDE [Presence] in Serum or Plasma,LOINC,48326-3,S,165
21567-3,3002769,3002769,TOLBUTamide [Presence] in Serum or Plasma,LOINC,21567-3,S,165
49487-2,3032725,3032725,Nateglinide [Presence] in Serum or Plasma,LOINC,49487-2,S,165
48329-7,3052039,3052039,chlorproPAMIDE [Presence] in Serum or Plasma,LOINC,48329-7,S,165
3950-3,3007487,3007487,PHENobarbital [Mass/volume] in Urine,LOINC,3950-3,S,159
41212-2,3038432,3038432,West Nile virus RNA [Presence] in Serum from Donor by NAA with probe detection,LOINC,41212-2,S,148
94495-9,36659966,36659966,HLA-DQA1 [Type],LOINC,94495-9,S,143
53938-7,3038881,3038881,HLA-DQB1 [Type],LOINC,53938-7,S,143
59323-6,40762414,40762414,Rufinamide [Mass/volume] in Serum or Plasma,LOINC,59323-6,S,143
47401-5,3049706,3049706,CV2 IgG Ab [Presence] in Serum by Immunoblot,LOINC,47401-5,S,140
27379-7,3016036,3016036,Insulin [Units/volume] in Serum or Plasma --1 hour post XXX challenge,LOINC,27379-7,S,139
56482-3,40759603,40759603,Insulin [Units/volume] in Serum or Plasma --baseline,LOINC,56482-3,S,138
27826-7,3012064,3012064,Insulin [Units/volume] in Serum or Plasma --2 hours post XXX challenge,LOINC,27826-7,S,131
2072-7,3013194,3013194,Chloride [Moles/volume] in Body fluid,LOINC,2072-7,S,130
27827-5,3015089,3015089,Insulin [Units/volume] in Serum or Plasma --30 minutes post XXX challenge,LOINC,27827-5,S,129
90805-3,1175847,1175847,Vedolizumab [Mass/volume] in Serum or Plasma by LC/MS/MS --trough,LOINC,90805-3,S,124
86899-2,36305882,36305882,Vedolizumab Ab [Mass/volume] in Serum or Plasma by Immunoassay,LOINC,86899-2,S,124
77215-2,46237038,46237038,Parotid secretory protein IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,77215-2,S,119
77211-1,46237034,46237034,Carbonic anhydrase 6 IgA Ab [Units/volume] in Serum by Immunoassay,LOINC,77211-1,S,119
77208-7,46237031,46237031,Salivary gland protein 1 IgA Ab [Units/volume] in Serum by Immunoassay,LOINC,77208-7,S,119
77216-0,46237039,46237039,Parotid secretory protein IgM Ab [Units/volume] in Serum by Immunoassay,LOINC,77216-0,S,119
77214-5,46237037,46237037,Parotid secretory protein IgA Ab [Units/volume] in Serum by Immunoassay,LOINC,77214-5,S,119
77213-7,46237036,46237036,Carbonic anhydrase 6 IgM Ab [Units/volume] in Serum by Immunoassay,LOINC,77213-7,S,119
77210-3,46237033,46237033,Salivary gland protein 1 IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,77210-3,S,119
77212-9,46237035,46237035,Carbonic anhydrase 6 IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,77212-9,S,119
77209-5,46237032,46237032,Salivary gland protein 1 IgM Ab [Units/volume] in Serum by Immunoassay,LOINC,77209-5,S,119
3093-2,3019930,3019930,Urea nitrogen [Mass/volume] in Body fluid,LOINC,3093-2,S,114
22488-1,3026032,3026032,Rickettsia typhi IgG Ab [Presence] in Serum,LOINC,22488-1,S,113
49406-2,3029562,3029562,Herpes virus 8 DNA [#/volume] (viral load) in Blood by NAA with probe detection,LOINC,49406-2,S,112
100684-0,1761475,1761475,Herpes virus 8 DNA [Log #/volume] (viral load) in Blood by NAA with probe detection,LOINC,100684-0,S,112
38926-2,3043636,3043636,Macroprolactin [Mass/volume] in Serum or Plasma,LOINC,38926-2,S,106
12183-0,3015232,3015232,Cholesterol [Mass/volume] in Body fluid,LOINC,12183-0,S,106
51441-4,3030244,3030244,Macroprolactin/Prolactin [Mass] in Serum or Plasma,LOINC,51441-4,S,106
2721-9,3023589,3023589,Pancreatic polypeptide [Mass/volume] in Serum or Plasma,LOINC,2721-9,S,99
11211-0,3001288,3001288,"Carbon dioxide, total [Moles/volume] in Body fluid",LOINC,11211-0,S,98
77174-1,46237016,46237016,CALR gene exon 9 mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,LOINC,77174-1,S,98
5627-5,3028447,3028447,Cobalt [Mass/volume] in Serum or Plasma,LOINC,5627-5,S,98
72210-8,43054953,43054953,"inv(16)(p13.1;q22.1)(MYH11,CBFB) fusion transcript/control transcript [# Ratio] in Blood or Tissue by Molecular genetics method",LOINC,72210-8,S,97
3616-0,3036509,3036509,Ethosuximide [Mass/volume] in Serum or Plasma,LOINC,3616-0,S,97
26541-3,3011161,3011161,Glucose [Mass/volume] in Serum or Plasma --4 hours post dose glucose,LOINC,26541-3,S,89
3125-2,3028054,3028054,Vasoactive intestinal peptide [Mass/volume] in Serum or Plasma,LOINC,3125-2,S,87
94756-4,586524,586524,SARS-CoV-2 (COVID-19) N gene [Presence] in Respiratory system specimen by Nucleic acid amplification using CDC primer-probe set N1,LOINC,94756-4,S,87
88055-9,36305723,36305723,Liver fibrosis score in Serum or Plasma by Calculated by ELF,LOINC,88055-9,S,83
5646-5,3020475,3020475,"Ethylene glycol [Mass/volume] in Serum, Plasma or Blood",LOINC,5646-5,S,82
21074-0,3017872,3017872,Arsenic [Mass/volume] in 24 hour Urine,LOINC,21074-0,S,80
26543-9,3009414,3009414,Glucose [Mass/volume] in Serum or Plasma --5 hours post dose glucose,LOINC,26543-9,S,73
46718-3,3049741,3049741,Aquaporin 4 water channel IgG Ab [Presence] in Cerebral spinal fluid,LOINC,46718-3,S,70
26540-5,3010956,3010956,Glucose [Mass/volume] in Urine --3 hours post dose glucose,LOINC,26540-5,S,65
101732-6,3965270,3965270,JC virus DNA [log units/volume] (viral load) in Cerebral spinal fluid by NAA with probe detection,LOINC,101732-6,S,65
2815-9,3035373,3035373,Porphyrins [Mass/volume] in Serum or Plasma,LOINC,2815-9,S,64
28658-3,3024019,3024019,Plasmin inhibitor actual/normal in Platelet poor plasma by Immunoassay,LOINC,28658-3,S,63
19257-5,3019464,3019464,Oxygen [Partial pressure] adjusted to patient's actual temperature in Mixed venous blood,LOINC,19257-5,S,58
2070-1,3036172,3036172,Chloride [Moles/volume] in Cerebral spinal fluid,LOINC,2070-1,S,56
50555-2,3030260,3030260,Glucose [Presence] in Urine by Automated test strip,LOINC,50555-2,S,51
21793-5,3019799,3019799,"t(8;21)(q22;q22.3)(RUNX1T1,RUNX1) cells/Cells.total in Blood or Tissue by Molecular genetics method",LOINC,21793-5,S,46
4484-2,3001793,3001793,Complement C2 [Mass/volume] in Serum or Plasma,LOINC,4484-2,S,44
26924-1,3020472,3020472,Cancer Ag 19-9 [Units/volume] in Body fluid,LOINC,26924-1,S,43
1800-2,3020579,3020579,Amylase [Enzymatic activity/time] in 24 hour Urine,LOINC,1800-2,S,42
50981-0,3029306,3029306,Carbon dioxide [Partial pressure] adjusted to patient's actual temperature in Mixed venous blood,LOINC,50981-0,S,35
3834-9,3001706,3001706,N-acetylprocainamide [Mass/volume] in Serum or Plasma,LOINC,3834-9,S,34
29891-9,3011630,3011630,Helicobacter pylori [Presence] in Stomach by urea breath test,LOINC,29891-9,S,34
50980-2,3030238,3030238,pH of Mixed venous blood adjusted to patient's actual temperature,LOINC,50980-2,S,30
19238-5,3010329,3010329,Base excess standard in Mixed venous blood by calculation,LOINC,19238-5,S,30
33001-9,3028913,3028913,Rickettsia typhi IgM Ab [Presence] in Serum,LOINC,33001-9,S,29
14361-0,3000855,3000855,Microscopic observation [Identifier] in Vaginal fluid by Gram stain,LOINC,14361-0,S,29
41648-7,3034030,3034030,Carboxyhemoglobin/Hemoglobin.total in Mixed venous blood,LOINC,41648-7,S,29
48018-6,3052700,3052700,Gene studied [ID],LOINC,48018-6,S,28
48005-3,3049805,3049805,Amino acid change (pHGVS),LOINC,48005-3,S,28
50797-0,3029379,3029379,Protein.monoclonal band 4 [Mass/volume] in Serum or Plasma by Electrophoresis,LOINC,50797-0,S,28
81258-6,21495016,21495016,Sample variant allelic frequency [NFr],LOINC,81258-6,S,28
48004-6,3048796,3048796,DNA change (c.HGVS),LOINC,48004-6,S,28
49865-9,3032768,3032768,Coagulation factor VIII activity actual/normal in Platelet poor plasma by Chromogenic method,LOINC,49865-9,S,27
2352-3,3004378,3004378,Glucose in CSF/Glucose plas,LOINC,2352-3,S,25
3244-1,3023055,3023055,Clot Lysis [Time] in Platelet poor plasma by Coagulation assay,LOINC,3244-1,S,23
25675-0,3000272,3000272,Glucose [Mass/volume] in Urine --4 hours post dose glucose,LOINC,25675-0,S,22
50690-7,3029634,3029634,Reagin Ab [Titer] in Serum by VDRL,LOINC,50690-7,S,21
51732-6,3039986,3039986,Oxygen saturation Calculated from oxygen partial pressure in Capillary blood,LOINC,51732-6,S,20
42198-2,3031827,3031827,Curvularia specifera IgE Ab [Units/volume] in Serum,LOINC,42198-2,S,20
19236-9,3026613,3026613,Base excess standard in Capillary blood by calculation,LOINC,19236-9,S,20
15200-9,3004663,3004663,Osmolality of Body fluid,LOINC,15200-9,S,19
47393-4,3048403,3048403,Gliadin peptide IgA Ab [Presence] in Serum by Immunoassay,LOINC,47393-4,S,18
3196-3,3024478,3024478,Coagulation factor VII inhibitor [Units/volume] in Platelet poor plasma by Coagulation assay,LOINC,3196-3,S,16
26542-1,3012009,3012009,Glucose [Mass/volume] in Urine --5 hours post dose glucose,LOINC,26542-1,S,16
47394-2,3050371,3050371,Gliadin peptide IgG Ab [Presence] in Serum by Immunoassay,LOINC,47394-2,S,15
3191-4,3004057,3004057,Coagulation factor V inhibitor [Units/volume] in Platelet poor plasma by Coagulation assay,LOINC,3191-4,S,15
6683-7,3005308,3005308,Reptilase time,LOINC,6683-7,S,15
30352-9,3006184,3006184,Hemoglobin [Mass/volume] in Capillary blood,LOINC,30352-9,S,15
9264-3,3008138,3008138,Apache II score,LOINC,9264-3,S,15
13766-1,3010758,3010758,Isovalerylglycine/Creatinine [Mass Ratio] in Urine,LOINC,13766-1,S,14
38417-2,3050196,3050196,Trans-cinnamoylglycine/Creatinine [Mass Ratio] in Urine,LOINC,38417-2,S,14
13753-9,3022974,3022974,Hexanoylglycine/Creatinine [Mass Ratio] in Urine,LOINC,13753-9,S,14
19219-5,3004097,3004097,Oxygen content in Capillary blood,LOINC,19219-5,S,14
