ANCESTOR_CONCEPT_ID,ANCESTOR_CONCEPT_NAME,ANCESTOR_DOMAIN_ID,ANCESTOR_VOCABULARY_ID,ANCESTOR_CONCEPT_CLASS_ID,ANCESTOR_STANDARD_CONCEPT,ANCESTOR_CONCEPT_CODE,DESCENDANT_CONCEPTS_PRESENT,TOTAL_ROWS,DISTINCT_PERSONS,FIRST_DATE,LAST_DATE
2615788,"Lead, neurostimulator (implantable)",Device,HCPCS,HCPCS,S,C1778,1,2,2,2014-09-19,2014-10-07
2615827,"Generator, neurostimulator (implantable), with rechargeable battery and charging system",Device,HCPCS,HCPCS,S,C1820,1,2,2,2014-08-20,2014-10-07
2616999,"Dynamic adjustable knee extension / flexion device, includes soft interface material",Device,HCPCS,HCPCS,S,E1810,1,2,2,2014-03-11,2015-04-14
2719426,"Cervical, collar, semi-rigid, thermoplastic foam, two piece with thoracic extension, prefabricated, off-the-shelf",Device,HCPCS,HCPCS,S,L0174,1,2,2,2013-04-05,2021-09-28
2719428,"Cervical, multiple post collar, occipital/mandibular supports, adjustable cervical bars (somi, guilford, taylor types)",Device,HCPCS,HCPCS,S,L0190,1,2,2,2011-11-18,2023-08-24
2719456,"Tlso, triplanar control, modular segmented spinal system, two rigid plastic shells, posterior extends from the sacrococcygeal junction and terminates just inferior to the scapular spine, anterior extends from the symphysis pubis to the xiphoid, soft li...",Device,HCPCS,HCPCS,S,L0458,1,2,2,2017-12-05,2021-07-16
2719461,"Tlso, sagittal-coronal control, rigid posterior frame and flexible soft anterior apron with straps, closures and padding, extends from sacrococcygeal junction over scapulae, lateral strength provided by pelvic, thoracic, and lateral frame pieces, restr...",Device,HCPCS,HCPCS,S,L0468,1,2,2,2015-12-04,2017-02-13
2719559,"Addition to tlso, (low profile), lateral trochanteric pad",Device,HCPCS,HCPCS,S,L1290,1,2,2,2011-11-29,2012-11-29
2719577,"Combination, bilateral, lumbo-sacral, hip, femur orthosis providing adduction and internal rotation control, prefabricated, includes fitting and adjustment",Device,HCPCS,HCPCS,S,L1690,1,2,2,2017-10-05,2018-12-04
2719584,"KNEE ORTHOSIS, ELASTIC WITH STAYS, PREFABRICATED, INCLUDES FITTING AND ADJUSTMENT (Deprecated)",Device,HCPCS,HCPCS,S,L1800,1,2,2,2009-11-17,2009-12-22
2719588,"KNEE ORTHOSIS, ELASTIC KNEE CAP, PREFABRICATED, INCLUDES FITTING AND ADJUSTMENT (Deprecated)",Device,HCPCS,HCPCS,S,L1825,1,2,2,2009-07-10,2009-12-07
2719619,"Ankle foot orthosis, spiral, (institute of rehabilitative medicine type), plastic, custom fabricated",Device,HCPCS,HCPCS,S,L1950,1,2,2,2023-10-16,2026-02-13
2719635,"Knee ankle foot orthosis, full plastic, with or without free motion knee, multi-axis ankle, custom fabricated",Device,HCPCS,HCPCS,S,L2038,1,2,2,2017-10-06,2020-09-11
2719646,"Ankle foot orthosis, fracture orthosis, tibial fracture cast orthosis, custom fabricated",Device,HCPCS,HCPCS,S,L2108,1,2,2,2011-10-11,2021-06-17
2719713,"Addition to lower extremity, pelvic control, plastic, molded to patient model, reciprocating hip joint and cables",Device,HCPCS,HCPCS,S,L2627,1,2,2,2013-05-09,2015-03-04
2719716,"Addition to lower extremity, pelvic control, band and belt, bilateral",Device,HCPCS,HCPCS,S,L2640,1,2,2,2014-12-19,2017-02-23
2719734,"Addition to lower extremity orthosis, femoral length sock, fracture or equal, each",Device,HCPCS,HCPCS,S,L2850,1,2,2,2013-03-15,2013-05-15
2719739,"Foot, insert, removable, molded to patient model, plastazote or equal, each",Device,HCPCS,HCPCS,S,L3002,1,2,1,2019-06-05,2020-05-22
2719757,"Orthopedic shoe, oxford with supinator or pronator, child",Device,HCPCS,HCPCS,S,L3202,1,2,2,2023-03-28,2023-11-15
2719782,"Foot, molded shoe plastazote (or similar) custom fitted, each",Device,HCPCS,HCPCS,S,L3253,1,2,2,2011-06-22,2011-07-28
2719797,"Sole wedge, between sole",Device,HCPCS,HCPCS,S,L3370,1,2,1,2017-05-23,2018-04-10
2719816,"Orthopedic shoe addition, sole, full",Device,HCPCS,HCPCS,S,L3540,1,2,2,2017-04-26,2025-11-19
2719824,"Transfer of an orthosis from one shoe to another, caliper plate, new",Device,HCPCS,HCPCS,S,L3610,1,2,2,2010-05-27,2025-04-22
2719967,"Replacement, soft interface material, static afo",Device,HCPCS,HCPCS,S,L4392,1,2,2,2012-05-17,2014-10-27
2719996,"Hemipelvectomy, canadian type, molded socket, endoskeletal system, hip joint, single axis knee, sach foot",Device,HCPCS,HCPCS,S,L5341,1,2,2,2021-10-18,2024-05-29
2719998,"Immediate post surgical or early fitting, application of initial rigid dressing, including fitting, alignment and suspension, below knee, each additional cast change and realignment",Device,HCPCS,HCPCS,S,L5410,1,2,2,2011-01-06,2015-04-20
2720007,"Preparatory, below knee 'ptb' type socket, non-alignable system, pylon, no cover, sach foot, thermoplastic or equal, molded to model",Device,HCPCS,HCPCS,S,L5530,1,2,2,2013-05-23,2013-06-07
2720025,"Addition to lower extremity, test socket, knee disarticulation",Device,HCPCS,HCPCS,S,L5622,1,2,2,2011-05-02,2021-08-24
2720027,"Addition to lower extremity, test socket, hip disarticulation",Device,HCPCS,HCPCS,S,L5626,1,2,2,2015-11-18,2020-08-31
2720028,"Addition to lower extremity, test socket, hemipelvectomy",Device,HCPCS,HCPCS,S,L5628,1,2,2,2021-10-18,2024-05-29
2720030,"Addition to lower extremity, symes type, expandable wall socket",Device,HCPCS,HCPCS,S,L5630,1,2,2,2012-09-06,2019-05-13
2720060,"Addition to lower extremity, socket insert, multi-durometer, below knee",Device,HCPCS,HCPCS,S,L5665,1,2,2,2019-04-19,2021-07-22
2720113,"Addition, exoskeletal system, above knee, ultra-light material (titanium, carbon fiber or equal)",Device,HCPCS,HCPCS,S,L5790,1,2,2,2018-08-08,2023-06-13
2720148,"All lower extremity prosthesis, solid ankle cushion heel (sach) foot, replacement only",Device,HCPCS,HCPCS,S,L5971,1,2,2,2014-04-14,2019-08-14
2720196,"Shoulder disarticulation, molded socket, endoskeletal system, including soft prosthetic tissue shaping",Device,HCPCS,HCPCS,S,L6550,1,2,2,2011-05-03,2016-08-22
2720224,"Upper extremity addition, excursion amplifier, pulley type",Device,HCPCS,HCPCS,S,L6641,1,2,2,2012-02-14,2023-08-18
2720226,"Upper extremity addition, shoulder flexion-abduction joint, each",Device,HCPCS,HCPCS,S,L6645,1,2,2,2011-05-03,2023-08-18
2720231,"Upper extremity addition, standard control cable, extra",Device,HCPCS,HCPCS,S,L6655,1,2,2,2014-05-09,2018-10-03
2720328,"Shoulder disarticulation, external power, molded inner socket, removable shoulder shell, shoulder bulkhead, humeral section, mechanical elbow, forearm, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of termi...",Device,HCPCS,HCPCS,S,L6965,1,2,2,2017-03-08,2017-11-29
2720330,"Interscapular-thoracic, external power, molded inner socket, removable shoulder shell, shoulder bulkhead, humeral section, mechanical elbow, forearm, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of termina...",Device,HCPCS,HCPCS,S,L6975,1,2,2,2023-08-18,2023-11-28
2720418,"Prosthetic sheath, above knee, each",Device,HCPCS,HCPCS,S,L8410,1,2,1,2022-08-22,2025-09-22
2720794,"Oasis wound matrix, per square centimeter",Device,HCPCS,HCPCS,S,Q4102,1,2,2,2009-11-17,2009-12-21
2721868,"Contact lens, other type",Device,HCPCS,HCPCS,S,V2599,1,2,2,2012-04-17,2012-11-27
3666981,Transverse rectus abdominis myocutaneous flap,Device,SNOMED,Substance,S,840353005,2,2,2,1992-07-01,2000-10-01
4000749,Hand excision,Procedure,SNOMED,Procedure,S,119647009,2,2,2,2017-06-14,2020-02-20
4000750,Wrist excision,Procedure,SNOMED,Procedure,S,119648004,2,2,2,2017-06-14,2020-02-20
4010247,Operative procedure on hand,Procedure,SNOMED,Procedure,S,112746006,2,2,2,2017-06-14,2020-02-20
4019381,Biological substance,Observation,SNOMED,Substance,S,115668003,1,2,2,1999-02-08,2008-09-25
4024282,Radioactive implant,Device,SNOMED,Physical Object,S,19443004,1,2,2,1991-09-19,2012-11-06
4036390,Brachytherapy implant,Device,SNOMED,Physical Object,S,228748004,1,2,2,1991-09-19,2012-11-06
4040398,Procedure on wrist,Procedure,SNOMED,Procedure,S,118707002,2,2,2,2017-06-14,2020-02-20
4042164,Silicone implant,Device,SNOMED,Physical Object,S,118374007,1,2,2,1978-10-11,1985-09-01
45767340,Dual chamber rate responsive implantable cardiac pacemaker,Device,SNOMED,Physical Object,S,704722004,1,1,1,2017-12-20,2017-12-20
45767386,Penile prosthesis implantation instrument,Device,SNOMED,Physical Object,S,704780009,1,1,1,2017-02-08,2017-02-08
45767450,Neurovascular embolization coil,Device,SNOMED,Physical Object,S,704864008,1,1,1,2018-04-08,2018-04-08
45767873,Extracorporeal lithotripsy system,Device,SNOMED,Physical Object,S,705486006,1,1,1,2025-05-01,2025-05-01
45767874,Intracorporeal lithotripsy system,Device,SNOMED,Physical Object,S,705487002,1,1,1,2013-01-01,2013-01-01
45767887,Gastrointestinal catheter,Device,SNOMED,Physical Object,S,705539009,1,1,1,2020-02-26,2020-02-26
45767888,Biliary catheter,Device,SNOMED,Physical Object,S,705540006,1,1,1,2020-02-26,2020-02-26
45767938,Bronchial stent,Device,SNOMED,Physical Object,S,705631002,1,1,1,2023-06-08,2023-06-08
45767941,Drug-eluting peripheral artery stent,Device,SNOMED,Physical Object,S,705636007,1,1,1,2021-09-27,2021-09-27
45767987,Surgical drain,Device,SNOMED,Physical Object,S,705718004,1,1,1,2019-12-23,2019-12-23
45768003,Surgical punch,Device,SNOMED,Physical Object,S,705748001,1,1,1,2020-05-08,2020-05-08
45768004,Screw,Device,SNOMED,Physical Object,S,705749009,1,1,1,2012-02-16,2012-02-16
45768054,Implantable ankle prosthesis,Device,SNOMED,Physical Object,S,705865004,1,1,1,2019-01-01,2019-01-01
45768083,Orthopedic fixation plate,Device,SNOMED,Physical Object,S,705908004,1,1,1,2009-06-13,2009-06-13
45768093,Coronary angioplasty balloon catheter,Device,SNOMED,Physical Object,S,705926001,1,1,1,2016-10-24,2016-10-24
45768116,Mechanical cardiac valve prosthesis,Device,SNOMED,Physical Object,S,705991002,1,1,1,2010-11-27,2010-11-27
45768167,Donor-organ preservation/transport system,Device,SNOMED,Physical Object,S,706095003,1,1,1,2013-02-22,2013-02-22
45768246,Radiological quality assurance device,Device,SNOMED,Physical Object,S,706264003,1,1,1,2016-03-12,2016-03-12
45768252,Brachytherapy system applicator,Device,SNOMED,Physical Object,S,706280008,1,1,1,2002-05-17,2002-05-17
45768287,Phantom,Device,SNOMED,Physical Object,S,706342009,1,1,1,2016-03-12,2016-03-12
45768302,Eposteal dental implant,Device,SNOMED,Physical Object,S,706373008,1,1,1,2024-03-04,2024-03-04
45768309,Dental material,Device,SNOMED,Physical Object,S,706389006,1,1,1,2025-06-08,2025-06-08
45768311,Dental matrix implant,Device,SNOMED,Physical Object,S,706391003,1,1,1,2025-06-08,2025-06-08
45768332,Body reference point marker,Device,SNOMED,Physical Object,S,706484002,1,1,1,2011-06-03,2011-06-03
45768352,Pressure monitor,Device,SNOMED,Physical Object,S,706557001,1,1,1,2019-08-31,2019-08-31
45768416,Energy applicator,Device,SNOMED,Physical Object,S,706801000,1,1,1,2002-05-17,2002-05-17
45769144,Device material,Device,SNOMED,Physical Object,S,707732003,1,1,1,2025-06-08,2025-06-08
45769456,Traction device,Device,SNOMED,Physical Object,S,708113003,1,1,1,2016-07-27,2016-07-27
45770937,Coronary angioplasty catheter,Device,SNOMED,Physical Object,S,705928000,1,1,1,2016-10-24,2016-10-24
45770956,Radiation protection/limiting device,Device,SNOMED,Physical Object,S,706253001,1,1,1,2016-03-12,2016-03-12
45770960,Manual brachytherapy system applicator,Device,SNOMED,Physical Object,S,706281007,1,1,1,2002-05-17,2002-05-17
45771110,Bare metal iliac artery stent,Device,SNOMED,Physical Object,S,700617000,1,1,1,2014-09-25,2014-09-25
45771888,Breast ultrasound imaging system,Device,SNOMED,Physical Object,S,468044008,1,1,1,2026-03-02,2026-03-02
45771928,Endometrial biopsy curette,Device,SNOMED,Physical Object,S,468629008,1,1,1,2016-07-06,2016-07-06
45771988,Intramucosal dental implant,Device,SNOMED,Physical Object,S,469624007,1,1,1,2024-03-04,2024-03-04
45772137,"Infusion/injection port, implantable",Device,SNOMED,Physical Object,S,462290001,1,1,1,2017-03-07,2017-03-07
45772288,Surgical guillotine,Device,SNOMED,Physical Object,S,465252003,1,1,1,2003-07-08,2003-07-08
45772353,Laser lithotripsy system,Device,SNOMED,Physical Object,S,470374006,1,1,1,2013-01-01,2013-01-01
45772432,"Tympanostomy tube, semi-permeable membrane",Device,SNOMED,Physical Object,S,466109003,1,1,1,1994-08-09,1994-08-09
45890810,"Upper extremity fracture orthosis, humeral, prefabricated, includes shoulder cap design, with or without joints, forearm section, may include soft interface, straps, includes fitting and adjustments",Device,HCPCS,HCPCS,S,L3981,1,1,1,2016-08-24,2016-08-24
46273118,Microwave ablation system generator,Device,SNOMED,Physical Object,S,711607007,1,1,1,2019-02-04,2019-02-04
46273135,Intestinal stent,Device,SNOMED,Physical Object,S,711627008,1,1,1,2018-06-13,2018-06-13
4218021,Stoma bag,Device,SNOMED,Physical Object,S,416789009,1,1,1,1990-05-14,1990-05-14
4220278,Industrial tool,Device,SNOMED,Physical Object,S,41684000,1,1,1,2012-10-04,2012-10-04
4222513,Irrigation/wash-out appliance,Device,SNOMED,Physical Object,S,342754002,1,1,1,2009-01-21,2009-01-21
4222984,Spring truss,Device,SNOMED,Physical Object,S,337311000,1,1,1,2008-11-01,2008-11-01
4225145,Urostomy bag,Device,SNOMED,Physical Object,S,344088002,1,1,1,1990-05-14,1990-05-14
4230993,Tracheobronchial stent,Device,SNOMED,Physical Object,S,360073006,1,1,1,2023-06-08,2023-06-08
4232667,Gold weight,Device,SNOMED,Physical Object,S,360096006,1,1,1,2013-02-17,2013-02-17
4232683,Porcine cardiac valve,Device,SNOMED,Physical Object,S,360181009,1,1,1,2019-11-01,2019-11-01
4233157,Microspinal catheter,Device,SNOMED,Physical Object,S,439069008,1,1,1,2001-05-31,2001-05-31
4234965,Suture,Device,SNOMED,Physical Object,S,408099007,1,1,1,2013-11-14,2013-11-14
4235042,Peritoneal drain,Device,SNOMED,Physical Object,S,360053001,1,1,1,2021-09-24,2021-09-24
4235160,Right ventricular assist device,Device,SNOMED,Physical Object,S,360065002,1,1,1,2022-12-04,2022-12-04
4235161,Left ventricular assist device,Device,SNOMED,Physical Object,S,360066001,1,1,1,2012-09-27,2012-09-27
4236070,Chronic ambulatory peritoneal dialysis catheter,Device,SNOMED,Physical Object,S,360133002,1,1,1,2011-11-22,2011-11-22
4237925,Perfusion pump,Device,SNOMED,Physical Object,S,57118008,1,1,1,2004-12-02,2004-12-02
4239045,Radiographic unit,Device,SNOMED,Physical Object,S,68080007,1,1,1,2020-02-20,2020-02-20
4239189,Bone screw,Device,SNOMED,Physical Object,S,68183006,1,1,1,2012-02-16,2012-02-16
4246814,Applicator,Device,SNOMED,Physical Object,S,408101000,1,1,1,2002-05-17,2002-05-17
4250144,Stoma appliance,Device,SNOMED,Physical Object,S,407744008,1,1,1,1990-05-14,1990-05-14
4273551,Traction unit,Device,SNOMED,Physical Object,S,63797009,1,1,1,2016-07-27,2016-07-27
4277737,Electrical battery,Device,SNOMED,Physical Object,S,65053001,1,1,1,2012-10-04,2012-10-04
4294903,Biopsy forceps,Device,SNOMED,Physical Object,S,385667003,1,1,1,2017-02-15,2017-02-15
4295821,Jackson - Pratt drain,Device,SNOMED,Physical Object,S,385621003,1,1,1,2008-09-03,2008-09-03
4320473,Lithotripter,Device,SNOMED,Physical Object,S,6972009,1,1,1,2017-01-10,2017-01-10
37018268,Lumboperitoneal shunt,Device,SNOMED,Physical Object,S,714720000,1,1,1,2019-02-26,2019-02-26
37018271,Lumboperitoneal shunt peritoneal catheter,Device,SNOMED,Physical Object,S,714723003,1,1,1,2019-07-02,2019-07-02
37018730,Dental implant prosthetic screw analog,Device,SNOMED,Physical Object,S,713713002,1,1,1,2010-08-24,2010-08-24
37163374,Anterior tibial artery flap,Device,SNOMED,Substance,S,1209122007,1,1,1,2011-10-21,2011-10-21
37396833,"Cardiac laser system beam guide-catheter, endocardial ablation",Device,SNOMED,Physical Object,S,716781001,1,1,1,2021-03-10,2021-03-10
37397493,Tunneled chest drain,Device,SNOMED,Physical Object,S,718142001,1,1,1,2023-11-01,2023-11-01
40218801,"Light compression bandage, elastic, knitted/woven, load resistance less than 1.25 foot pounds at 50% maximum stretch, width greater than or equal to 5 inches, per roll (at least 3 yards, unstretched) (Deprecated)",Device,HCPCS,HCPCS,S,A6432,1,1,1,2019-08-07,2019-08-07
40479423,"Dual chamber pacing cardioverter defibrillator pulse generator, device",Device,SNOMED,Physical Object,S,444449007,1,1,1,2010-03-19,2010-03-19
40481477,"Dual chamber pulse generator, device",Device,SNOMED,Physical Object,S,443419000,1,1,1,2010-03-19,2010-03-19
40487895,Umbilical catheter,Device,SNOMED,Physical Object,S,446476009,1,1,1,2017-02-25,2017-02-25
40660592,"Transmitting coil and cable, integrated, for use with cochlear implant device, replacement",Device,HCPCS,HCPCS,S,L8629,1,1,1,2014-03-21,2014-03-21
40664451,"Cold or hot fluid bottle, ice cap or collar, heat and/or cold wrap, any type",Device,HCPCS,HCPCS,S,A9273,1,1,1,2024-02-28,2024-02-28
40664487,"Addition, endoskeletal system, polycentric hip joint, pneumatic or hydraulic control, rotation control, with or without flexion and/or extension control",Device,HCPCS,HCPCS,S,L5961,1,1,1,2015-11-18,2015-11-18
40664688,"Wheelchair accessory, shoulder elbow, mobile arm support attached to wheelchair, balanced, adjustable",Device,HCPCS,HCPCS,S,E2626,1,1,1,2010-09-30,2010-09-30
42536409,Chronic total occlusion catheter,Device,SNOMED,Physical Object,S,735216000,1,1,1,2018-10-20,2018-10-20
43533237,"Grafix prime, grafixpl prime, stravix and stravixpl, per square centimeter",Device,HCPCS,HCPCS,S,Q4133,1,1,1,2023-02-27,2023-02-27
43533329,"Addition to lower extremity prosthesis, endoskeletal knee-shin system, powered and programmable flexion/extension assist control, includes any type motor(s)",Device,HCPCS,HCPCS,S,L5859,1,1,1,2024-06-13,2024-06-13
45759123,Prostate biopsy needle,Device,SNOMED,Physical Object,S,464198004,1,1,1,2017-01-01,2017-01-01
45759240,"Prostate brachytherapy system applicator, manual",Device,SNOMED,Physical Object,S,464372003,1,1,1,2002-05-17,2002-05-17
45759520,Mitral valve tissue repair system,Device,SNOMED,Physical Object,S,464810008,1,1,1,2022-05-18,2022-05-18
45759858,Auditory brainstem implant system,Device,SNOMED,Physical Object,S,465324005,1,1,1,2017-11-30,2017-11-30
45759892,Silicone gel-filled breast implant,Device,SNOMED,Physical Object,S,465380004,1,1,1,1995-02-06,1995-02-06
45760058,Tonsillectome,Device,SNOMED,Physical Object,S,465599009,1,1,1,2003-07-08,2003-07-08
45760659,Biopsy punch,Device,SNOMED,Physical Object,S,466467006,1,1,1,2020-05-08,2020-05-08
45761484,"Bone densitometry x-ray phantom, test object",Device,SNOMED,Physical Object,S,467626003,1,1,1,2016-03-12,2016-03-12
45761714,Chin prosthesis,Device,SNOMED,Physical Object,S,467971008,1,1,1,2021-05-03,2021-05-03
45762180,Drug-eluting renal artery stent,Device,SNOMED,Physical Object,S,468674001,1,1,1,2021-09-27,2021-09-27
45762258,Duodenal stent,Device,SNOMED,Physical Object,S,468793006,1,1,1,2018-06-13,2018-06-13
45762340,Drainage biliary catheter,Device,SNOMED,Physical Object,S,468921008,1,1,1,2020-02-26,2020-02-26
45762612,Liver donor-organ preservation/transport system,Device,SNOMED,Physical Object,S,469347000,1,1,1,2013-02-22,2013-02-22
45762699,Fallopian tube occlusion insert,Device,SNOMED,Physical Object,S,469476003,1,1,1,2014-12-20,2014-12-20
45762769,Intracranial pressure monitor,Device,SNOMED,Physical Object,S,469582003,1,1,1,2019-08-31,2019-08-31
45762937,Flexible video colonoscope,Device,SNOMED,Physical Object,S,469849008,1,1,1,2017-01-16,2017-01-16
45763203,Hip internal fixation system,Device,SNOMED,Physical Object,S,470237009,1,1,1,2015-09-21,2015-09-21
45763258,Laparoscopic multi-instrument access port,Device,SNOMED,Physical Object,S,470321001,1,1,1,2021-05-20,2021-05-20
45763327,Laryngeal biopsy forceps,Device,SNOMED,Physical Object,S,470422007,1,1,1,2017-02-15,2017-02-15
45764146,Pleural catheter,Device,SNOMED,Physical Object,S,700746000,1,1,1,2019-12-23,2019-12-23
45764349,"Abdominal hernia surgical mesh, composite-polymer",Device,SNOMED,Physical Object,S,701013005,1,1,1,2007-09-01,2007-09-01
45764792,Carpal tunnel release instrument,Device,SNOMED,Physical Object,S,701564000,1,1,1,2015-01-15,2015-01-15
45767327,Cardiac radiofrequency ablation system,Device,SNOMED,Physical Object,S,704706000,1,1,1,1994-11-01,1994-11-01
4105677,Meshed split thickness graft of skin,Device,SNOMED,Substance,S,256679004,1,1,1,2019-05-31,2019-05-31
4106030,Single lumen catheter,Device,SNOMED,Physical Object,S,257279004,1,1,1,2024-06-21,2024-06-21
4106124,Pectoralis major myocutaneous flap,Device,SNOMED,Substance,S,180760006,1,1,1,2011-08-09,2011-08-09
4106128,Gastrocnemius myocutaneous flap,Device,SNOMED,Substance,S,180774004,1,1,1,2014-02-12,2014-02-12
4106134,Suction drain,Device,SNOMED,Physical Object,S,257290009,1,1,1,2008-09-03,2008-09-03
4106139,Rigid intramedullary nail,Device,SNOMED,Physical Object,S,257302005,1,1,1,2019-06-28,2019-06-28
4106158,Self-expanding stent,Device,SNOMED,Physical Object,S,257364009,1,1,1,2014-04-10,2014-04-10
4106159,JJ stent,Device,SNOMED,Physical Object,S,257366006,1,1,1,2015-02-24,2015-02-24
4106242,Rectus abdominis flap,Device,SNOMED,Substance,S,180796005,1,1,1,2002-01-01,2002-01-01
4106243,Gluteus maximus flap,Device,SNOMED,Substance,S,180800004,1,1,1,2005-03-31,2005-03-31
4106958,Nail instrument,Device,SNOMED,Physical Object,S,257215003,1,1,1,2006-09-29,2006-09-29
4106979,Valved cardiac conduit,Device,SNOMED,Physical Object,S,257283004,1,1,1,2003-03-20,2003-03-20
4106980,Conduit with homograft valve,Device,SNOMED,Physical Object,S,257284005,1,1,1,2003-03-20,2003-03-20
4107141,Tracheal tube,Device,SNOMED,Physical Object,S,257462007,1,1,1,2011-05-06,2011-05-06
4107997,Cervicofacial flap,Device,SNOMED,Substance,S,256708004,1,1,1,2013-05-15,2013-05-15
4109591,Rectus abdominis myocutaneous flap,Device,SNOMED,Substance,S,180763008,1,1,1,2009-07-28,2009-07-28
4110836,Latissimus dorsi myocutaneous flap,Device,SNOMED,Substance,S,180761005,1,1,1,2018-06-29,2018-06-29
4110838,Rectus femoris myocutaneous flap,Device,SNOMED,Substance,S,180775003,1,1,1,2012-04-13,2012-04-13
4110841,Gracilis myocutaneous flap,Device,SNOMED,Substance,S,180782004,1,1,1,2014-10-17,2014-10-17
4110842,Vastus lateralis myocutaneous flap,Device,SNOMED,Substance,S,180783009,1,1,1,2016-10-05,2016-10-05
4110846,Gastrocnemius flap,Device,SNOMED,Substance,S,180806005,1,1,1,2014-04-11,2014-04-11
4111135,Gracilis flap,Device,SNOMED,Substance,S,180805009,1,1,1,2009-10-27,2009-10-27
4111139,Sartorius flap,Device,SNOMED,Substance,S,180819009,1,1,1,2011-03-30,2011-03-30
4112145,Radiotherapy planning markers,Device,SNOMED,Physical Object,S,285315005,1,1,1,2011-06-03,2011-06-03
4120689,Rigid endoscope,Device,SNOMED,Physical Object,S,257217006,1,1,1,2018-11-20,2018-11-20
4120692,Rigid bronchoscope,Device,SNOMED,Physical Object,S,257226009,1,1,1,2018-11-20,2018-11-20
4121351,Chest drain,Device,SNOMED,Physical Object,S,258643002,1,1,1,2023-11-01,2023-11-01
4121352,Optical filter,Device,SNOMED,Physical Object,S,258648006,1,1,1,2013-07-05,2013-07-05
4121533,Xenograft cardiac valve,Device,SNOMED,Physical Object,S,257343005,1,1,1,2019-11-01,2019-11-01
4122364,Arteriovenous shunt,Device,SNOMED,Physical Object,S,258622003,1,1,1,1983-03-01,1983-03-01
4122371,Abdominal drain,Device,SNOMED,Physical Object,S,258644008,1,1,1,2012-05-01,2012-05-01
4122802,External fixator using bars,Device,SNOMED,Physical Object,S,303571005,1,1,1,2013-01-02,2013-01-02
4126058,Osteofasciocutaneous flap,Device,SNOMED,Substance,S,261143005,1,1,1,2012-05-08,2012-05-08
4126168,Total hip replacement prosthesis,Device,SNOMED,Physical Object,S,304120007,1,1,1,2004-01-01,2004-01-01
4126192,Pedicle flap,Device,SNOMED,Substance,S,261235008,1,1,1,2000-10-01,2000-10-01
4126195,Arterial line,Device,SNOMED,Physical Object,S,261241001,1,1,1,2017-03-01,2017-03-01
4126985,Fasciocutaneous flap,Device,SNOMED,Substance,S,261079004,1,1,1,2014-02-28,2014-02-28
4128129,External fixator using unilateral bar,Device,SNOMED,Physical Object,S,261207009,1,1,1,2013-01-02,2013-01-02
4128970,External fixator using static unilateral bar,Device,SNOMED,Physical Object,S,261206000,1,1,1,2013-01-02,2013-01-02
4129124,Pneumatic balloon,Device,SNOMED,Physical Object,S,261385001,1,1,1,2014-06-26,2014-06-26
4131235,Nonvalved ophthalmic drainage device,Device,SNOMED,Physical Object,S,410444004,1,1,1,2010-01-06,2010-01-06
4134408,Triple lumen catheter,Device,SNOMED,Physical Object,S,397970004,1,1,1,2003-04-10,2003-04-10
4142036,Plaster cast,Device,SNOMED,Physical Object,S,34164001,1,1,1,2006-02-28,2006-02-28
4147427,YAG - laser,Device,SNOMED,Physical Object,S,310196006,1,1,1,2011-12-18,2011-12-18
4147758,Cerebrospinal catheter,Device,SNOMED,Physical Object,S,35870000,1,1,1,2019-07-02,2019-07-02
4147885,External fixator frame component,Device,SNOMED,Physical Object,S,310835009,1,1,1,2012-06-23,2012-06-23
4148813,Laser lithotripter,Device,SNOMED,Physical Object,S,310230009,1,1,1,2017-01-10,2017-01-10
4154053,Fixed orthodontic appliance,Device,SNOMED,Physical Object,S,272363005,1,1,1,2003-09-05,2003-09-05
4156227,Pericardial patch,Device,SNOMED,Substance,S,272177003,1,1,1,2013-02-14,2013-02-14
4156337,Operating proctoscope,Device,SNOMED,Physical Object,S,272218007,1,1,1,2018-08-28,2018-08-28
4157538,"Inlays, crowns and bridges",Device,SNOMED,Physical Object,S,272286001,1,1,1,2016-02-01,2016-02-01
4157543,Dental bridge,Device,SNOMED,Physical Object,S,272299003,1,1,1,2016-02-01,2016-02-01
4158243,Scleral buckle (device),Device,SNOMED,Physical Object,S,370944007,1,1,1,2010-02-02,2010-02-02
4159735,Curette,Device,SNOMED,Physical Object,S,272206003,1,1,1,2016-07-06,2016-07-06
4160135,Photographic and radiographic equipment,Device,SNOMED,Physical Object,S,272378003,1,1,1,2011-06-03,2011-06-03
4163357,Forceps,Device,SNOMED,Physical Object,S,29319002,1,1,1,2017-02-15,2017-02-15
4189817,Accommodating intraocular lens implant,Device,SNOMED,Physical Object,S,413390007,1,1,1,2000-04-24,2000-04-24
4193986,Basilic vein graft,Device,SNOMED,Substance,S,312144003,1,1,1,2010-09-10,2010-09-10
4195552,Radiographic-tomographic unit,Device,SNOMED,Physical Object,S,67670006,1,1,1,2020-02-20,2020-02-20
4203103,Clinical instrument components,Device,SNOMED,Physical Object,S,309550006,1,1,1,2013-02-17,2013-02-17
4207520,Computed tomography scanner,Device,SNOMED,Physical Object,S,54953005,1,1,1,2020-02-20,2020-02-20
4208659,Flexible colonoscope,Device,SNOMED,Physical Object,S,312086006,1,1,1,2017-01-16,2017-01-16
